show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s106,Movie,Secret of Queens,Karan Johar,Alia Bhatt; N. T. Rama Rao Jr.,Australia,"March 31, 2023",2001,TV-14,85 min,"Horror Movies, Mystery, Action & Adventure","When everything goes wrong, N. T. Rama Rao Jr. must fight to set things right in this Horror Movies."
s107,Movie,Journey to Universe,Martin Scorsese,Dhanush; Chris Hemsworth,Spain,"April 05, 2017",1982,TV-G,105 min,"Dramas, Horror Movies, Kids' TV","In Spain, a group of strangers cross paths in this emotional Dramas."
s108,Movie,Dreams of Memories,James Cameron,Tom Cruise; Leonardo DiCaprio,United States,"September 16, 2024",2021,PG-13,114 min,"Comedies, Anime, Mystery","In United States, a group of strangers cross paths in this emotional Comedies."
s109,Movie,Battle for Storm,Zoya Akhtar,Vijay Deverakonda; Leonardo DiCaprio; N. T. Rama Rao Jr.; Deepika Padukone,Spain,"December 26, 2023",1985,TV-PG,134 min,"Comedies, Thrillers, Sci-Fi & Fantasy","A Comedies story set in Spain, following N. T. Rama Rao Jr. on an unexpected journey."
s110,Movie,Mystery of Time,Karan Johar,Tom Cruise; Ranbir Kapoor; Shah Rukh Khan; Vijay Deverakonda,Mexico,"October 12, 2019",1990,TV-PG,136 min,"Horror Movies, Dramas, Romantic Movies","A Horror Movies story set in Mexico, following Shah Rukh Khan on an unexpected journey."
s111,Movie,Return of Revenge,James Cameron,N. T. Rama Rao Jr.; Leonardo DiCaprio; Deepika Padukone; Vijay Deverakonda,Mexico,"August 14, 2022",1990,TV-MA,98 min,"Kids' TV, Dramas, Action & Adventure","In Mexico, a group of strangers cross paths in this emotional Kids' TV."
s112,TV Show,Shadows of Time,Patty Jenkins,Ranbir Kapoor; Emma Stone,South Korea,"February 28, 2019",2003,R,2 Seasons,"Kids' TV, Crime TV Shows","In South Korea, a group of strangers cross paths in this emotional Kids' TV."
s113,Movie,Legend of Kings,S. S. Rajamouli,Leonardo DiCaprio; Shah Rukh Khan,Japan,"May 05, 2019",2015,TV-MA,113 min,"Documentaries, Sci-Fi & Fantasy, Thrillers","Shah Rukh Khan stars in this gripping Documentaries about choices, fate, and second chances."
s114,Movie,Battle for Storm,Martin Scorsese,Dhanush; Prabhas,Mexico,"December 29, 2019",1985,TV-G,167 min,"Horror Movies, Comedies, Kids' TV","Prabhas stars in this gripping Horror Movies about choices, fate, and second chances."
s115,Movie,Rise of Love,Karan Johar,Shah Rukh Khan; Robert Downey Jr.; Alia Bhatt; N. T. Rama Rao Jr.,United Kingdom,"August 27, 2017",2011,TV-MA,126 min,"Crime TV Shows, Anime, Kids' TV","A Crime TV Shows story set in United Kingdom, following Shah Rukh Khan on an unexpected journey."
s116,TV Show,Escape from Warrior,Anubhav Sinha,Vijay Deverakonda; Deepika Padukone; Scarlett Johansson; N. T. Rama Rao Jr.,France,"March 26, 2024",2016,TV-MA,3 Seasons,"Horror Movies, Crime TV Shows","Scarlett Johansson stars in this gripping Horror Movies about choices, fate, and second chances."
s117,Movie,Battle for Code,Martin Scorsese,Robert Downey Jr.; Ram Charan; Vijay Deverakonda,Japan,"September 18, 2016",1999,TV-14,100 min,"Horror Movies, Romantic Movies","A Horror Movies story set in Japan, following Ram Charan on an unexpected journey."
s118,TV Show,City of Love,David Fincher,Deepika Padukone; Prabhas; Emma Stone; Ranbir Kapoor,Australia,"December 25, 2020",1985,PG,3 Seasons,"Kids' TV, Action & Adventure","A heartfelt Kids' TV exploring family, friendship, and dreams in Australia."
s119,Movie,Voices in Warrior,Christopher Nolan,Robert Downey Jr.; Emma Stone,Australia,"December 20, 2017",1993,TV-G,153 min,"Romantic Movies, Crime TV Shows","In Australia, a group of strangers cross paths in this emotional Romantic Movies."
s120,TV Show,Mystery of Kota,David Fincher,N. T. Rama Rao Jr.; Ranbir Kapoor; Shah Rukh Khan; Robert Downey Jr.,Mexico,"September 03, 2015",1990,R,7 Seasons,"Anime, Sci-Fi & Fantasy, Horror Movies","In Mexico, a group of strangers cross paths in this emotional Anime."
s121,TV Show,Rise of Empire,Anubhav Sinha,Ryan Gosling; Deepika Padukone,Japan,"March 10, 2016",2000,TV-14,8 Seasons,"Comedies, Crime TV Shows, Documentaries","In Japan, a group of strangers cross paths in this emotional Comedies."
s122,TV Show,Escape from Destiny,Patty Jenkins,Shah Rukh Khan; Ram Charan; Prabhas,Germany,"June 24, 2021",2000,TV-14,3 Seasons,"Anime, Crime TV Shows, Documentaries","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Anime."
s123,TV Show,Journey to Kota,David Fincher,Ryan Gosling; Chris Hemsworth,United States,"February 26, 2018",2011,PG,8 Seasons,"Documentaries, Comedies","In United States, a group of strangers cross paths in this emotional Documentaries."
s124,TV Show,Echoes of Chaos,Karan Johar,N. T. Rama Rao Jr.; Chris Hemsworth,Australia,"April 20, 2021",1992,PG-13,5 Seasons,"Comedies, Kids' TV, Crime TV Shows","A heartfelt Comedies exploring family, friendship, and dreams in Australia."
s125,Movie,The Last Destiny,Martin Scorsese,N. T. Rama Rao Jr.; Leonardo DiCaprio,Germany,"April 03, 2021",2003,TV-G,98 min,"Sci-Fi & Fantasy, Kids' TV, Dramas","In Germany, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s126,TV Show,Battle for Universe,Rajkumar Hirani,Ranbir Kapoor; Tom Cruise; Deepika Padukone,United Kingdom,"September 05, 2018",2000,TV-14,7 Seasons,"Kids' TV, Thrillers, Horror Movies","A heartfelt Kids' TV exploring family, friendship, and dreams in United Kingdom."
s127,TV Show,Escape from Storm,Spike Lee,Tom Cruise; Shah Rukh Khan; Ram Charan; Chris Hemsworth,Germany,"September 18, 2018",1987,R,5 Seasons,"Mystery, Kids' TV","A Mystery story set in Germany, following Shah Rukh Khan on an unexpected journey."
s128,TV Show,Journey to Kings,Martin Scorsese,N. T. Rama Rao Jr.; Prabhas; Ram Charan; Emma Stone,Canada,"May 10, 2015",1987,TV-14,1 Seasons,"Anime, Romantic Movies, Action & Adventure","When everything goes wrong, Prabhas must fight to set things right in this Anime."
s129,TV Show,Escape from Code,Spike Lee,Robert Downey Jr.; Ryan Gosling; Prabhas; Deepika Padukone,Canada,"April 16, 2021",2000,TV-PG,8 Seasons,"Crime TV Shows, Horror Movies, Action & Adventure","A heartfelt Crime TV Shows exploring family, friendship, and dreams in Canada."
s130,TV Show,Shadows of Memories,James Cameron,Deepika Padukone; Tom Cruise; Shah Rukh Khan; Alia Bhatt,Canada,"February 16, 2018",2015,PG-13,4 Seasons,"Documentaries, Sci-Fi & Fantasy, Crime TV Shows","A heartfelt Documentaries exploring family, friendship, and dreams in Canada."
s131,TV Show,Dreams of Empire,Greta Gerwig,N. T. Rama Rao Jr.; Dhanush,France,"March 06, 2024",2002,TV-G,3 Seasons,"Documentaries, Horror Movies","When everything goes wrong, Dhanush must fight to set things right in this Documentaries."
s132,TV Show,Dreams of Love,Spike Lee,Scarlett Johansson; Alia Bhatt; Ram Charan,Japan,"January 15, 2018",2015,TV-PG,5 Seasons,"Action & Adventure, Thrillers","Scarlett Johansson stars in this gripping Action & Adventure about choices, fate, and second chances."
s133,Movie,Battle for Code,James Cameron,Shah Rukh Khan; Emma Stone; Alia Bhatt; Chris Hemsworth,India,"August 20, 2019",2001,TV-PG,140 min,"Comedies, Dramas","When everything goes wrong, Emma Stone must fight to set things right in this Comedies."
s134,TV Show,Dreams of Kings,Zoya Akhtar,Scarlett Johansson; N. T. Rama Rao Jr.; Ranbir Kapoor; Leonardo DiCaprio,Spain,"March 30, 2022",1983,TV-G,2 Seasons,"Thrillers, Crime TV Shows","Scarlett Johansson stars in this gripping Thrillers about choices, fate, and second chances."
s135,TV Show,Legend of Memories,Martin Scorsese,N. T. Rama Rao Jr.; Vijay Deverakonda,South Korea,"February 02, 2017",1998,TV-MA,1 Seasons,"Documentaries, Romantic Movies","Vijay Deverakonda stars in this gripping Documentaries about choices, fate, and second chances."
s136,TV Show,Dreams of Silence,Greta Gerwig,Alia Bhatt; Leonardo DiCaprio,United Kingdom,"March 14, 2023",2009,TV-PG,5 Seasons,"Mystery, Dramas","A heartfelt Mystery exploring family, friendship, and dreams in United Kingdom."
s137,Movie,Shadows of Code,Martin Scorsese,N. T. Rama Rao Jr.; Ram Charan; Scarlett Johansson; Deepika Padukone,Germany,"December 22, 2015",2005,TV-PG,92 min,"Action & Adventure, Crime TV Shows","A Action & Adventure story set in Germany, following Ram Charan on an unexpected journey."
s138,TV Show,City of Empire,Anubhav Sinha,Dhanush; N. T. Rama Rao Jr.,Spain,"September 12, 2018",1999,PG,1 Seasons,"Documentaries, Sci-Fi & Fantasy, Dramas","In Spain, a group of strangers cross paths in this emotional Documentaries."
s139,Movie,Dreams of Love,Anubhav Sinha,Tom Cruise; Ryan Gosling; Robert Downey Jr.; Emma Stone,Spain,"February 14, 2019",2019,TV-14,108 min,"Action & Adventure, Sci-Fi & Fantasy, Crime TV Shows","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Action & Adventure."
s140,TV Show,Return of Destiny,Rajkumar Hirani,Scarlett Johansson; N. T. Rama Rao Jr.; Alia Bhatt; Emma Stone,Australia,"October 16, 2024",1985,PG,8 Seasons,"Crime TV Shows, Comedies, Thrillers","A heartfelt Crime TV Shows exploring family, friendship, and dreams in Australia."
s141,Movie,Rise of Chaos,Martin Scorsese,Dhanush; Robert Downey Jr.; Emma Stone,Canada,"January 15, 2023",2017,R,91 min,"Crime TV Shows, Dramas, Anime","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Crime TV Shows."
s142,Movie,Journey to Silence,Rajkumar Hirani,Tom Cruise; Ryan Gosling; Chris Hemsworth,France,"November 08, 2017",1980,TV-PG,107 min,"Kids' TV, Dramas","A Kids' TV story set in France, following Chris Hemsworth on an unexpected journey."
s143,Movie,Escape from Universe,S. S. Rajamouli,Robert Downey Jr.; Ranbir Kapoor; Scarlett Johansson,United Kingdom,"August 16, 2023",1988,TV-G,162 min,"Mystery, Horror Movies, Romantic Movies","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Mystery."
s144,Movie,Echoes of Destiny,James Cameron,Ranbir Kapoor; Emma Stone; Ram Charan; Leonardo DiCaprio,India,"January 01, 2017",2014,R,147 min,"Action & Adventure, Dramas","When everything goes wrong, Ram Charan must fight to set things right in this Action & Adventure."
s145,TV Show,Chronicles of Revenge,Rajkumar Hirani,Shah Rukh Khan; Alia Bhatt; Vijay Deverakonda,Germany,"September 27, 2016",1997,TV-14,2 Seasons,"Dramas, Thrillers, Comedies","A Dramas story set in Germany, following Shah Rukh Khan on an unexpected journey."
s146,Movie,Legend of Revenge,Zoya Akhtar,Robert Downey Jr.; Alia Bhatt; Ryan Gosling; Chris Hemsworth,France,"December 03, 2019",1994,PG,107 min,"Dramas, Kids' TV","A heartfelt Dramas exploring family, friendship, and dreams in France."
s147,TV Show,City of Time,David Fincher,Ranbir Kapoor; Emma Stone; Deepika Padukone,Canada,"August 21, 2019",1999,PG-13,1 Seasons,"Crime TV Shows, Mystery","When everything goes wrong, Deepika Padukone must fight to set things right in this Crime TV Shows."
s148,Movie,Escape from Revenge,Karan Johar,N. T. Rama Rao Jr.; Vijay Deverakonda; Deepika Padukone; Leonardo DiCaprio,Mexico,"September 02, 2019",2006,TV-14,118 min,"Romantic Movies, Kids' TV","In Mexico, a group of strangers cross paths in this emotional Romantic Movies."
s149,Movie,City of Empire,Zoya Akhtar,Ram Charan; Scarlett Johansson,Japan,"December 10, 2020",1988,R,111 min,"Documentaries, Romantic Movies","In Japan, a group of strangers cross paths in this emotional Documentaries."
s150,Movie,Chronicles of Universe,Rajkumar Hirani,Scarlett Johansson; Chris Hemsworth; Ranbir Kapoor; Vijay Deverakonda,Brazil,"October 13, 2021",2018,TV-MA,89 min,"Sci-Fi & Fantasy, Crime TV Shows","In Brazil, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s151,Movie,Escape from Chaos,David Fincher,Alia Bhatt; Ryan Gosling,South Korea,"September 20, 2017",1993,R,110 min,"Crime TV Shows, Documentaries, Romantic Movies","In South Korea, a group of strangers cross paths in this emotional Crime TV Shows."
s152,TV Show,Secret of Revenge,Karan Johar,Vijay Deverakonda; Shah Rukh Khan; Robert Downey Jr.; N. T. Rama Rao Jr.,Mexico,"April 07, 2020",2000,TV-14,6 Seasons,"Horror Movies, Dramas, Thrillers","A Horror Movies story set in Mexico, following Shah Rukh Khan on an unexpected journey."
s153,TV Show,Dreams of Warrior,Rajkumar Hirani,Ram Charan; Ranbir Kapoor; Prabhas; Alia Bhatt,Germany,"July 31, 2017",2004,PG,4 Seasons,"Anime, Documentaries, Crime TV Shows","When everything goes wrong, Alia Bhatt must fight to set things right in this Anime."
s154,Movie,Secret of Warrior,Spike Lee,Leonardo DiCaprio; Prabhas; Ryan Gosling,Japan,"June 23, 2020",1991,PG,162 min,"Dramas, Action & Adventure","A Dramas story set in Japan, following Leonardo DiCaprio on an unexpected journey."
s155,TV Show,The Last Destiny,Martin Scorsese,Shah Rukh Khan; Robert Downey Jr.; Ryan Gosling; Prabhas,United States,"June 14, 2017",2012,R,6 Seasons,"Dramas, Mystery, Crime TV Shows","A Dramas story set in United States, following Prabhas on an unexpected journey."
s156,Movie,Battle for Kota,Rajkumar Hirani,Deepika Padukone; Vijay Deverakonda; Ranbir Kapoor; Chris Hemsworth,Japan,"February 13, 2024",2024,TV-PG,135 min,"Action & Adventure, Comedies","Vijay Deverakonda stars in this gripping Action & Adventure about choices, fate, and second chances."
s157,TV Show,Secret of Warrior,Karan Johar,N. T. Rama Rao Jr.; Robert Downey Jr.; Leonardo DiCaprio,France,"February 24, 2020",2016,TV-14,4 Seasons,"Documentaries, Mystery","A Documentaries story set in France, following N. T. Rama Rao Jr. on an unexpected journey."
s158,TV Show,Voices in Chaos,Anubhav Sinha,Vijay Deverakonda; Chris Hemsworth; Emma Stone,United States,"November 18, 2022",1990,TV-MA,8 Seasons,"Romantic Movies, Thrillers, Comedies","Vijay Deverakonda stars in this gripping Romantic Movies about choices, fate, and second chances."
s159,Movie,The Last Revenge,Spike Lee,Vijay Deverakonda; Ranbir Kapoor; Chris Hemsworth; Robert Downey Jr.,Brazil,"February 22, 2018",2014,PG,164 min,"Dramas, Romantic Movies","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Dramas."
s160,Movie,Battle for Kings,Greta Gerwig,Shah Rukh Khan; Tom Cruise,France,"August 05, 2022",2014,PG-13,129 min,"Mystery, Comedies","A Mystery story set in France, following Tom Cruise on an unexpected journey."
s161,Movie,Legend of Queens,Anubhav Sinha,Prabhas; Leonardo DiCaprio,Australia,"August 16, 2023",2019,PG,130 min,"Horror Movies, Mystery","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Horror Movies."
s162,Movie,Return of Storm,Karan Johar,N. T. Rama Rao Jr.; Scarlett Johansson; Prabhas; Emma Stone,Australia,"May 30, 2022",2004,TV-MA,178 min,"Kids' TV, Sci-Fi & Fantasy, Comedies","When everything goes wrong, Scarlett Johansson must fight to set things right in this Kids' TV."
s163,Movie,Return of Kota,Spike Lee,Emma Stone; Leonardo DiCaprio; Robert Downey Jr.,India,"January 22, 2015",1999,R,126 min,"Documentaries, Action & Adventure","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Documentaries."
s164,TV Show,Echoes of Empire,S. S. Rajamouli,Prabhas; Leonardo DiCaprio,Japan,"January 17, 2016",2000,TV-G,7 Seasons,"Dramas, Anime, Mystery","A heartfelt Dramas exploring family, friendship, and dreams in Japan."
s165,Movie,Legend of Memories,James Cameron,Leonardo DiCaprio; Prabhas; Ranbir Kapoor,Spain,"January 04, 2018",2011,TV-14,88 min,"Action & Adventure, Horror Movies, Anime","In Spain, a group of strangers cross paths in this emotional Action & Adventure."
s166,TV Show,Echoes of Universe,David Fincher,Vijay Deverakonda; Tom Cruise; Dhanush; Alia Bhatt,South Korea,"March 14, 2016",1988,PG-13,1 Seasons,"Romantic Movies, Thrillers, Anime","When everything goes wrong, Dhanush must fight to set things right in this Romantic Movies."
s167,TV Show,Mystery of Queens,Anubhav Sinha,Ranbir Kapoor; Vijay Deverakonda; Leonardo DiCaprio; Tom Cruise,Mexico,"April 02, 2017",2010,PG-13,3 Seasons,"Romantic Movies, Documentaries, Crime TV Shows","In Mexico, a group of strangers cross paths in this emotional Romantic Movies."
s168,TV Show,Echoes of Storm,Greta Gerwig,Ryan Gosling; Robert Downey Jr.; Tom Cruise,Canada,"August 22, 2021",2014,TV-14,1 Seasons,"Mystery, Sci-Fi & Fantasy, Anime","A Mystery story set in Canada, following Tom Cruise on an unexpected journey."
s169,TV Show,Mystery of Memories,James Cameron,Ranbir Kapoor; Emma Stone; Vijay Deverakonda,Canada,"October 31, 2017",1989,TV-PG,7 Seasons,"Romantic Movies, Crime TV Shows","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Romantic Movies."
s170,TV Show,The Last Love,Rajkumar Hirani,Ryan Gosling; Vijay Deverakonda,Japan,"August 29, 2021",2020,TV-MA,2 Seasons,"Sci-Fi & Fantasy, Action & Adventure, Thrillers","In Japan, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s171,TV Show,Echoes of Warrior,S. S. Rajamouli,Alia Bhatt; Ranbir Kapoor,Canada,"September 22, 2020",2013,PG,4 Seasons,"Anime, Romantic Movies, Crime TV Shows","In Canada, a group of strangers cross paths in this emotional Anime."
s172,Movie,Escape from Silence,Zoya Akhtar,Tom Cruise; Scarlett Johansson,India,"April 20, 2016",1989,PG-13,119 min,"Horror Movies, Sci-Fi & Fantasy, Kids' TV","A Horror Movies story set in India, following Scarlett Johansson on an unexpected journey."
s173,TV Show,Echoes of Kota,Spike Lee,Dhanush; Leonardo DiCaprio; Robert Downey Jr.; Ranbir Kapoor,United States,"February 01, 2024",1987,TV-MA,6 Seasons,"Thrillers, Mystery","A heartfelt Thrillers exploring family, friendship, and dreams in United States."
s174,Movie,City of Warrior,Rajkumar Hirani,Emma Stone; Deepika Padukone,France,"March 07, 2020",1994,TV-G,131 min,"Thrillers, Action & Adventure","When everything goes wrong, Deepika Padukone must fight to set things right in this Thrillers."
s175,Movie,Return of Queens,Spike Lee,Scarlett Johansson; Shah Rukh Khan; Tom Cruise; Vijay Deverakonda,France,"January 19, 2015",1993,TV-14,115 min,"Mystery, Kids' TV","In France, a group of strangers cross paths in this emotional Mystery."
